buildingId,isPartOf,buildingTitle,kind,type,description,ownercustodianName,ownercustodianId,balanceHolderName,balanceHolderId,userName,userId,dk018classId,dk018classDescription,unitName,buildingArea,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,registrationStatus,registrationId,registrationDate,constructionReadiness,condition,utilitiesAvailable,validityDate,utilitiesAvailableWaterSupply,utilitiesAvailableHeatingSupply,utilitiesAvailableElectricNetwork,utilitiesAvailableGasSupply
2724-25653,null,"ЛІЦЕЙ N 43","10.1263.30.001-Будівлі шкіл загальноосвітніх","ОКРЕМО СТОЯЧИЙ","ЛІЦЕЙ",Київська міська рада,22883141,"УПРАВЛІННЯ ОСВІТИ СОЛОМ'ЯНСЬКОЇ РАЙОННОЇ В МІСТІ КИЄВІ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ","37485490",null,null,"10.1263.30.001","Будівлі шкіл загальноосвітніх",кв. м.,17.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","ПРЕОБРАЖЕНСЬКА (КЛИМЕНКА ІВАНА)",xxx,null,null,Зареєстровано,"1621205480000",null,null,"ПОТРЕБУЄ РЕМОНТУ",null,2025-04-01,true,true,null,false
2755-56297,null,"ПОЛІКЛІНІКА","10.1264.40.003-Будівлі поліклінік","ОКРЕМО СТОЯЧИЙ","ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА СТОМАТОЛОГІЯ"" КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","42376659",null,null,"10.1264.40.003","Будівлі поліклінік",кв. м.,94.8,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДАРНИЦЬКИЙ","ВЕРБИЦЬКОГО АРХІТЕКТОРА",xxx,null,null,Зареєстровано,"1303287580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,true,true,null,false
2759-56299,null,"СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА","10.1264.40.003-Будівлі поліклінік","ОКРЕМО СТОЯЧИЙ","СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА СТОМАТОЛОГІЯ"" КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","42376659",null,null,"10.1264.40.003","Будівлі поліклінік",кв. м.,162.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ",xxx,null,null,Зареєстровано,"1905031780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,true,true,"однофазний струм (220)",false
2760-56299,null,"СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА","10.1264.40.003-Будівлі поліклінік","ОКРЕМО СТОЯЧИЙ","СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА СТОМАТОЛОГІЯ"" КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","42376659",null,null,"10.1264.40.003","Будівлі поліклінік",кв. м.,172.5,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ",xxx,null,null,Зареєстровано,"1905031780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,true,true,null,false
2783-40562,null,"НЕЖИТЛОВИЙ ФОНД (ОРЕНДА, ВЛАСНІ ПОТРЕБИ, ВІЛЬНІ)","10.1300.00.001-Будівлі нежитлові окремо розташовані","ОКРЕМО СТОЯЧИЙ","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СОЛОМ'ЯНСЬКОГО РАЙОНУ М. КИЄВА","35756919",null,null,"10.1300.00.001","Будівлі нежитлові окремо розташовані",кв. м.,13.8,UA80000000000093317,"03151",Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","УШИНСЬКОГО",xxx,null,null,Зареєстровано,"2582273380000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-09,false,false,null,false
2800-55205,null,"ДИСПЕТЧЕРСЬКА СТАНЦІЯ","10.1220.10.023-Будівлі адміністративні","ОКРЕМО СТОЯЧИЙ","ДИСПЕТЧЕРСЬКИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВПАСТРАНС""","31725604",null,null,"10.1220.10.023","Будівлі адміністративні",кв. м.,323.0,UA80000000000093317,"04208",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","СВІТЛИЦЬКОГО",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-03,false,false,null,false
2812-49768,null,"КІНОТЕАТР ""ФЛОРЕНЦІЯ""","10.1261.10.007-Будівлі кінотеатрів","ОКРЕМО СТОЯЧИЙ","КІНОТЕАТР",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ ) ""КИЇВКУЛЬТКЛАСТЕР""","35531906",null,null,"10.1261.10.007","Будівлі кінотеатрів",кв. м.,74.6,UA80000000000093317,"02225",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЧЕРВОНОЇ КАЛИНИ (ВОЛОДИМИРА МАЯКОВСЬКОГО)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-06-30,true,true,"приєднана потужність від 80 до 150 кВт",false
2813-49768,null,"КІНОТЕАТР ""ФЛОРЕНЦІЯ""","10.1261.10.007-Будівлі кінотеатрів","ОКРЕМО СТОЯЧИЙ","КІНОТЕАТР",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ ) ""КИЇВКУЛЬТКЛАСТЕР""","35531906",null,null,"10.1261.10.007","Будівлі кінотеатрів",кв. м.,89.9,UA80000000000093317,"02225",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ЧЕРВОНОЇ КАЛИНИ (ВОЛОДИМИРА МАЯКОВСЬКОГО)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-06-30,true,true,"приєднана потужність від 80 до 150 кВт",false
2837-8261,null,"ТЕПЛИЦЯ","10.1263.30.001-Будівлі шкіл загальноосвітніх","ОКРЕМО СТОЯЧИЙ","ТЕПЛИЦЯ",Київська міська рада,22883141,"ШКОЛА I-III СТУПЕНІВ №218 ДЕСНЯНСЬКОГО РАЙОНУ МІСТА КИЄВА","01039524",null,null,"10.1263.30.001","Будівлі шкіл загальноосвітніх",кв. м.,71.7,UA80000000000093317,"253156",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ОРЕСТА ЛЕВИЦЬКОГО (КУРЧАТОВА АКАДЕМІКА)",xxx,null,null,Невідомо,null,null,null,"ЗНЕСЕНИЙ, АЛЕ НЕ СПИСАНИЙ",null,2025-04-16,false,false,null,false
2841-41644,null,"ТЕПЛИЦЯ","10.1271.60.002-Теплиці","ОКРЕМО СТОЯЧИЙ","ТЕПЛИЦЯ",Київська міська рада,22883141,"ЛІЦЕЙ № 293 ДЕСНЯНСЬКОГО РАЙОНУ МІСТА КИЄВА","01489291",null,null,"10.1271.60.002","Теплиці",кв. м.,202.7,UA80000000000093317,"02064",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","МИЛОСЛАВСЬКА",xxx,null,null,Невідомо,null,null,null,"НЕЗАДОВІЛЬНИЙ",null,2025-07-04,false,false,null,false
2846-57635,null,null,"10.12-Будівлі (приміщення) нежитлові","ОКРЕМО СТОЯЧИЙ","ІНШЕ",Київська міська рада,22883141,"ШКОЛА І-ІІІ СТУПЕНІВ № 263 ІМЕНІ ЄВГЕНА КОНОВАЛЬЦЯ ДЕСНЯНСЬКОГО РАЙОНУ МІСТА КИЄВА","03599026",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,34.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","СЕРЖА ЛИФАРЯ (САБУРОВА ОЛЕКСАНДРА)",xxx,null,null,Зареєстровано,"1478663980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-07,false,false,null,false
2853-41601,null,"САРАЙ-ОВОЧЕСХОВИЩЕ","10.1263.30.001-Будівлі шкіл загальноосвітніх","ОКРЕМО СТОЯЧИЙ","САРАЙ ЦЕГЛЯНИЙ",Київська міська рада,22883141,"ШКОЛА I-III СТУПЕНІВ №218 ДЕСНЯНСЬКОГО РАЙОНУ МІСТА КИЄВА","01039524",null,null,"10.1263.30.001","Будівлі шкіл загальноосвітніх",кв. м.,31.9,UA80000000000093317,"02156",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","ОРЕСТА ЛЕВИЦЬКОГО (КУРЧАТОВА АКАДЕМІКА)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-16,false,false,null,false
2876-17224,null,"ПІДЗЕМНИЙ ПЕРЕХІД","10.2142.60.001-Підземний перехід","ПІДЗЕМНЕ","ПІДЗЕМНИЙ ПЕРЕХІД",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ШЛЯХОВО-ЕКСПЛУАТАЦІЙНЕ УПРАВЛІННЯ ПО РЕМОНТУ ТА УТРИМАННЮ АВТОМОБІЛЬНИХ ШЛЯХІВ ТА СПОРУД НА НИХ ШЕВЧЕНКІВСЬКОГО РАЙОНУ"" М.КИЄВА","31868786",null,null,"10.2142.60.001","Підземний перехід",кв. м.,12.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","ПЛ. ГАЛИЦЬКА (ПЛ. ПЕРЕМОГИ)",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-20,true,false,null,false
2878-17294,null,"ПІДЗЕМНИЙ ПЕРЕХІД","10.2142.60.001-Підземний перехід","ПІДЗЕМНЕ","ПІДЗЕМНИЙ ПЕРЕХІД",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ШЛЯХОВО-ЕКСПЛУАТАЦІЙНЕ УПРАВЛІННЯ ПО РЕМОНТУ ТА УТРИМАННЮ АВТОМОБІЛЬНИХ ШЛЯХІВ ТА СПОРУД НА НИХ ШЕВЧЕНКІВСЬКОГО РАЙОНУ"" М.КИЄВА","31868786",null,null,"10.2142.60.001","Підземний перехід",кв. м.,9.0,UA80000000000093317,"01030",Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","СТАНЦІЯ МЕТРО ""УНІВЕРСИТЕТ""",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-20,true,false,null,false
2920-12890,null,"ПУНКТ ПРОКАТУ Д.4","10.1300.00.001-Будівлі нежитлові окремо розташовані","ОКРЕМО СТОЯЧИЙ","ПОБУТОВЕ ПРИМІЩЕННЯ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) ПО ОХОРОНІ, УТРИМАННЮ ТА ЕКСПЛУАТАЦІЇ ЗЕМЕЛЬ ВОДНОГО ФОНДУ М. КИЄВА ""ПЛЕСО""","23505151",null,null,"10.1300.00.001","Будівлі нежитлові окремо розташовані",кв. м.,88.9,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","ПРИОЗЕРНА",xxx,null,null,Зареєстровано,"1835944580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-13,true,false,"приєднана потужність до 10 кВт",false
2977-48405,null,"вільне","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,160.2,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","ІНСТИТУТСЬКА М. БУЧА КИЇВСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-02-24,false,false,"однофазний струм (220)",false
2981-48185,null,"оренда, вільне, власні потреби","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПЕЧЕРСЬКОГО РАЙОНУ М.КИЄВА""","35692211",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,48.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПЕЧЕРСЬКИЙ","КРОПИВНИЦЬКОГО",xxx,null,null,Зареєстровано,"2225165780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-12,false,false,null,false
3029-52565,null,"КОЛЯСОЧНА (ПОБУТОВА КІМНАТА ДЛЯ ДВІРНИКІВ)","10.11-Будівлі житлові","ПРИМІЩЕННЯ В Ж/Б","ВЛАСНІ ПОТРЕБИ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ОБОЛОНСЬКОГО РАЙОНУ М.КИЄВА""","39611267",null,null,"10.11","Будівлі житлові",кв. м.,104.8,UA80000000000093317,"04114",Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","АВТОЗАВОДСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,false,true,null,false
3033-52546,null,"СКЛАД, ПОБУТОВІ ПОСЛУГИ, ТОРГІВЛЯ","10.11-Будівлі житлові","ПРИМІЩЕННЯ В Ж/Б","СКЛАД",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ОБОЛОНСЬКОГО РАЙОНУ М.КИЄВА""","39611267",null,null,"10.11","Будівлі житлові",кв. м.,46.2,UA80000000000093317,"04074",Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","ВИШГОРОДСЬКА",xxx,null,null,Зареєстровано,"2355964380000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,false,true,null,false
3038-52568,null,"ВІЛЬНЕ","10.11-Будівлі житлові","ПРИМІЩЕННЯ В Ж/Б","МАГАЗИН",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ОБОЛОНСЬКОГО РАЙОНУ М.КИЄВА""","39611267",null,null,"10.11","Будівлі житлові",кв. м.,120.3,UA80000000000093317,"04114",Україна,м. Київ,null,null,null,"ОБОЛОНСЬКИЙ","ВИШГОРОДСЬКА",xxx,null,null,Невідомо,null,null,null,"ЗАДОВІЛЬНИЙ",null,2025-07-02,false,true,null,false
3174-38255,null,"НЕЖИТЛОВИЙ ФОНД (ОРЕНДА, ВЛАСНІ ПОТРЕБИ, ВІЛЬНІ)","10.1300.00.001-Будівлі нежитлові окремо розташовані","ОКРЕМО СТОЯЧИЙ","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ СОЛОМ'ЯНСЬКОГО РАЙОНУ М. КИЄВА","35756919",null,null,"10.1300.00.001","Будівлі нежитлові окремо розташовані",кв. м.,26.6,UA80000000000093317,"03087",Україна,м. Київ,null,null,null,"СОЛОМ'ЯНСЬКИЙ","СВІТЛИЧНОГО ІВАНА (ПЕТРОВСЬКОГО)",xxx,null,null,Зареєстровано,"2581324880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-09,false,false,null,false
3200-47580,null,"Амбулаторія № 1","10.1264.40.010-Центри первинної медико-санітарної допомоги","ОКРЕМО СТОЯЧИЙ","ПОЛІКЛІНІКА",Київська міська рада,22883141,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО- САНІТАРНОЇ ДОПОМОГИ №3 "" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38945945",null,null,"10.1264.40.010","Центри первинної медико-санітарної допомоги",кв. м.,86.6,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ШЕВЧЕНКІВСЬКИЙ","РИЗЬКА",xxx,null,null,Зареєстровано,"2264765280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-06-20,true,true,null,false
3229-56912,null,"Будівля бойлерної","10.2222.22.004-Будівлі бойлерних","ОКРЕМО СТОЯЧИЙ","БОЙЛЕРНА",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22.004","Будівлі бойлерних",кв. м.,74.5,UA80000000000093317,"03115",Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","БЕРЕСТЕЙСЬКИЙ ПРОСПЕКТ (ПРОСПЕКТ ПЕРЕМОГИ)",xxx,null,null,Зареєстровано,"400309080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-24,false,true,"підключення до енергомереж відсутнє",false
3230-57371,null,"Будівля центрального теплового пункту","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,91.8,UA80000000000093317,"03162",Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","КУРБАСА ЛЕСЯ ПРОСП.",xxx,null,null,Зареєстровано,"2141592580000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-03,false,false,"приєднана потужність до 10 кВт",false
3233-57941,null,"Центральний тепловий пункт","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,121.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"СВЯТОШИНСЬКИЙ","КУРБАСА ЛЕСЯ ПРОСП.",xxx,null,null,Зареєстровано,"2971635080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-24,true,true,"приєднана потужність до 10 кВт",false
3235-57818,null,"Будівля центрального теплового пункту","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,94.7,UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","КУБАНСЬКОЇ УКРАЇНИ (ЖУКОВА МАРШАЛА)",xxx,null,null,Зареєстровано,"3133236080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-05-08,false,false,"приєднана потужність до 20 кВт",false
3241-57282,null,"Центральний тепловий пункт","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,120.9,UA80000000000093317,"04108",Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","УЖВІЙ НАТАЛІЇ",xxx,null,null,Зареєстровано,"2819246280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-20,false,false,"підключення до енергомереж відсутнє",false
3256-57387,null,"Центральний тепловий пункт","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,87.1,UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","КУБАНСЬКОЇ УКРАЇНИ (ЖУКОВА МАРШАЛА)",xxx,null,null,Зареєстровано,"2771951880000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-20,false,false,"приєднана потужність до 20 кВт",false
3257-55330,null,"Центральний тепловий пункт","10.2222.22-Центральні теплові пункти (ЦТП)","ОКРЕМО СТОЯЧИЙ","ТЕПЛОВИЙ ПУНКТ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ВИКОНАВЧОГО ОРГАНУ КИЇВРАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ) КИЇВТЕПЛОЕНЕРГО","40538421",null,null,"10.2222.22","Центральні теплові пункти (ЦТП)",кв. м.,123.6,UA80000000000093317,"02093",Україна,м. Київ,null,null,null,"ДАРНИЦЬКИЙ","БОРИСПІЛЬСЬКА",xxx,null,null,Зареєстровано,"2749451980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-03-06,true,true,"приєднана потужність до 10 кВт",false
3262-49521,null,"ВІЛЬНЕ","10.12-Будівлі (приміщення) нежитлові","ПРИМІЩЕННЯ В Ж/Б","ІНШЕ",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА""","39609111",null,null,"10.12","Будівлі (приміщення) нежитлові",кв. м.,110.4,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ПОДІЛЬСЬКИЙ","ГАЛИЦЬКА",xxx,null,null,Зареєстровано,"2093043780000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-11,true,true,null,false
3268-54610,null,"СМІТТЄЗБІРНИК","10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,30.0,UA80000000000093317,null,Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","БРАТИСЛАВСЬКА",xxx,null,null,Зареєстровано,"1585904280000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-04-07,false,false,null,false
3269-54613,null,"СМІТТЄЗБІРНИК","10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,15.0,UA80000000000093317,"02166",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","КУБАНСЬКОЇ УКРАЇНИ (ЖУКОВА МАРШАЛА)",xxx,null,null,Зареєстровано,"1636009080000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-13,false,false,null,false
3270-52037,null,"СМІТТЄЗБІРНИК","10.1230.60.009-Сміттєзбірники","СПОРУДА","СМІТТЄЗБІРНИК",Київська міська рада,22883141,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ДЕСНЯНСЬКОГО РАЙОНУ М.КИЄВА""","39605452",null,null,"10.1230.60.009","Сміттєзбірники",кв. м.,23.5,UA80000000000093317,"02232",Україна,м. Київ,null,null,null,"ДЕСНЯНСЬКИЙ","СЕРЖА ЛИФАРЯ (САБУРОВА ОЛЕКСАНДРА)",xxx,null,null,Зареєстровано,"1586944980000",null,null,"ЗАДОВІЛЬНИЙ",null,2025-01-14,false,false,null,false
